Destination,Region,Country,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,GDP(billion euros),GDP per capita,Tourist_rank,Safty_Rank,Season,Tourism_Suitable_Percentage,Weather_Rank,Recommendation_Score,Avg_Rank,T1,S2,W3
Ribe,Region Syddanmark,Denmark,Town,55.200525,8.777081,500000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Denmark's oldest town, with Viking heritage and medieval architecture.",Ribe is a well-preserved historic town with Viking history and charming old streets.,,,22,1,Winter,0.880555556,9,20,0.336743295,0.724137931,0,0.296296296
Novi Sad,Vojvodina,Serbia,City,45.263333,19.846667,500000,Serbian dinar (RSD),Serbian Orthodox,"Ćevapi, Pljeskavica, Sarma",Serbian,Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A city on the Danube River, known for its historic center, museums, and vibrant cultural scene.",,21.616,11400,22,1,,,14,,0.397854406,0.724137931,0,0.481481481
Óbidos,Leiria,Portugal,Town,39.382114,-8.895664,500000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Medieval walled town with cobblestone streets, colorful houses, and a charming atmosphere.",,6.47,22488,22,1,Autumn,0.753205128,1,28,0.238965517,0.724137931,0,0
Óbidos,Leiria,Portugal,Town,39.382114,-8.895664,500000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Medieval walled town with cobblestone streets, colorful houses, and a charming atmosphere.",,6.47,22488,22,1,Spring,0.846014493,1,28,0.238965517,0.724137931,0,0
Óbidos,Leiria,Portugal,Town,39.382114,-8.895664,500000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Medieval walled town with cobblestone streets, colorful houses, and a charming atmosphere.",,6.47,22488,22,1,Summer,0.429800725,15,14,0.410076628,0.724137931,0,0.518518519
Óbidos,Leiria,Portugal,Town,39.382114,-8.895664,500000,Euro,Roman Catholic,"Seafood, Pastel de nata, Pastel de Belém",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Medieval walled town with cobblestone streets, colorful houses, and a charming atmosphere.",,6.47,22488,22,1,Winter,0.933796296,6,23,0.300076628,0.724137931,0,0.185185185
Nafplio,Peloponnese,Greece,City,37.571111,22.767778,500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Venetian fortress, charming streets, and beaches.",,9.729,18145,22,1,Autumn,0.578754579,5,24,0.287854406,0.724137931,0,0.148148148
Nafplio,Peloponnese,Greece,City,37.571111,22.767778,500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Venetian fortress, charming streets, and beaches.",,9.729,18145,22,1,Spring,0.793931159,2,27,0.251187739,0.724137931,0,0.037037037
Nafplio,Peloponnese,Greece,City,37.571111,22.767778,500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Venetian fortress, charming streets, and beaches.",,9.729,18145,22,1,Summer,0.730525362,2,27,0.251187739,0.724137931,0,0.037037037
Nafplio,Peloponnese,Greece,City,37.571111,22.767778,500000,Euro,Greek Orthodox,"Seafood, Greek salad, Moussaka",Greek,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Venetian fortress, charming streets, and beaches.",,9.729,18145,22,1,Winter,0.970833333,3,26,0.263409962,0.724137931,0,0.074074074
Douro Valley,Douro Valley,Portugal,Region,41.086758,-7.791548,500000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Scenic valley known for wine production, beautiful landscapes, and historic wineries.",,3.167,16729,22,1,Autumn,0.753205128,1,28,0.238965517,0.724137931,0,0
Douro Valley,Douro Valley,Portugal,Region,41.086758,-7.791548,500000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Scenic valley known for wine production, beautiful landscapes, and historic wineries.",,3.167,16729,22,1,Spring,0.846014493,1,28,0.238965517,0.724137931,0,0
Douro Valley,Douro Valley,Portugal,Region,41.086758,-7.791548,500000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Scenic valley known for wine production, beautiful landscapes, and historic wineries.",,3.167,16729,22,1,Summer,0.429800725,15,14,0.410076628,0.724137931,0,0.518518519
Douro Valley,Douro Valley,Portugal,Region,41.086758,-7.791548,500000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Scenic valley known for wine production, beautiful landscapes, and historic wineries.",,3.167,16729,22,1,Winter,0.933796296,6,23,0.300076628,0.724137931,0,0.185185185
Dnipro,Dnipropetrovsk Oblast,Ukraine,City,48.461667,34.976667,500000,Ukrainian hryvnia (UAH),Ukrainian Orthodox,"Borscht, Varenyky, Salo",Ukrainian,Spring (May-June) or Fall (Sep-Oct),Medium,"Generally safe, but be aware of potential risks",Important industrial city with historical sites.,"A city on the Dnieper River, known for its industrial importance and historical sites.",15.7,11300,22,4,,,14,,0.645354406,0.724137931,0.75,0.481481481
Zermatt,Valais,Switzerland,Town,46.051389,7.7025,500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French","Winter (Dec-Mar) for skiing, Summer (Jun-Sep) for hiking",High,Generally safe,Car-free town known for Matterhorn and skiing.,"A car-free town in the Swiss Alps, known for its Matterhorn peak, skiing, and hiking.",18.2343,52547.35,22,1,Autumn,0.412545788,21,8,0.483409962,0.724137931,0,0.740740741
Zermatt,Valais,Switzerland,Town,46.051389,7.7025,500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French","Winter (Dec-Mar) for skiing, Summer (Jun-Sep) for hiking",High,Generally safe,Car-free town known for Matterhorn and skiing.,"A car-free town in the Swiss Alps, known for its Matterhorn peak, skiing, and hiking.",18.2343,52547.35,22,1,Spring,0.259057971,24,5,0.520076628,0.724137931,0,0.851851852
Zermatt,Valais,Switzerland,Town,46.051389,7.7025,500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French","Winter (Dec-Mar) for skiing, Summer (Jun-Sep) for hiking",High,Generally safe,Car-free town known for Matterhorn and skiing.,"A car-free town in the Swiss Alps, known for its Matterhorn peak, skiing, and hiking.",18.2343,52547.35,22,1,Summer,0.338315217,19,10,0.458965517,0.724137931,0,0.666666667
Zermatt,Valais,Switzerland,Town,46.051389,7.7025,500000,Swiss franc (CHF),Roman Catholic,"Fondue, Rösti, Raclette","German, French","Winter (Dec-Mar) for skiing, Summer (Jun-Sep) for hiking",High,Generally safe,Car-free town known for Matterhorn and skiing.,"A car-free town in the Swiss Alps, known for its Matterhorn peak, skiing, and hiking.",18.2343,52547.35,22,1,Winter,0.463888889,21,8,0.483409962,0.724137931,0,0.740740741
Fethiye,Aegean Region,Turkey,Town,36.686944,28.9575,500000,Turkish lira (TRY),Muslim,"Kebab, Baklava, Dolma",Turkish,Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Coastal town with beaches and boat trips to islands.,"A coastal town known for its beaches, ancient ruins, and boat trips to nearby islands.",,,22,1,,,14,,0.397854406,0.724137931,0,0.481481481
Kharkiv,Kharkiv Oblast,Ukraine,City,50,36.25,500000,Ukrainian hryvnia (UAH),Ukrainian Orthodox,"Borscht, Varenyky, Salo",Ukrainian,Spring (May-June) or Fall (Sep-Oct),Medium,"Generally safe, but be aware of potential risks",Major city known for universities and parks.,"A large city in eastern Ukraine, known for its universities, museums, and parks.",8.9,,22,4,,,14,,0.645354406,0.724137931,0.75,0.481481481
Vianden,Vianden,Luxembourg,Town,49.923611,6.25,500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"A charming town with a medieval castle, picturesque streets, and beautiful scenery.","A charming town with a medieval castle, picturesque streets, and beautiful scenery.",,,22,1,Autumn,0.4496337,17,12,0.434521073,0.724137931,0,0.592592593
Vianden,Vianden,Luxembourg,Town,49.923611,6.25,500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"A charming town with a medieval castle, picturesque streets, and beautiful scenery.","A charming town with a medieval castle, picturesque streets, and beautiful scenery.",,,22,1,Spring,0.354166667,17,12,0.434521073,0.724137931,0,0.592592593
Vianden,Vianden,Luxembourg,Town,49.923611,6.25,500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"A charming town with a medieval castle, picturesque streets, and beautiful scenery.","A charming town with a medieval castle, picturesque streets, and beautiful scenery.",,,22,1,Summer,0.40307971,16,13,0.422298851,0.724137931,0,0.555555556
Vianden,Vianden,Luxembourg,Town,49.923611,6.25,500000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"A charming town with a medieval castle, picturesque streets, and beautiful scenery.","A charming town with a medieval castle, picturesque streets, and beautiful scenery.",,,22,1,Winter,0.680092593,13,16,0.385632184,0.724137931,0,0.444444444
Marsaxlokk,Southern Region,Malta,Town,35.734722,14.558611,500000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A fishing village known for its colorful fishing boats, Sunday market, and seafood restaurants.",,,,22,1,,,14,,0.397854406,0.724137931,0,0.481481481
St. Paul's Bay,Northern Region,Malta,Town,35.921667,14.474167,500000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A coastal town with beautiful beaches, resorts, and a vibrant nightlife.",,,,22,1,,,14,,0.397854406,0.724137931,0,0.481481481
Helsingør,Region Hovedstaden,Denmark,City,56.033245,12.614037,400000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for Kronborg Castle, the setting for Shakespeare's Hamlet.",A coastal town with historic significance and stunning seaside views.,169.941,88956,23,1,Autumn,0.518772894,10,19,0.360344828,0.75862069,0,0.333333333
Helsingør,Region Hovedstaden,Denmark,City,56.033245,12.614037,400000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for Kronborg Castle, the setting for Shakespeare's Hamlet.",A coastal town with historic significance and stunning seaside views.,169.941,88956,23,1,Spring,0.288043478,23,6,0.519233717,0.75862069,0,0.814814815
Helsingør,Region Hovedstaden,Denmark,City,56.033245,12.614037,400000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for Kronborg Castle, the setting for Shakespeare's Hamlet.",A coastal town with historic significance and stunning seaside views.,169.941,88956,23,1,Summer,0.203351449,22,7,0.507011494,0.75862069,0,0.777777778
Helsingør,Region Hovedstaden,Denmark,City,56.033245,12.614037,400000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for Kronborg Castle, the setting for Shakespeare's Hamlet.",A coastal town with historic significance and stunning seaside views.,169.941,88956,23,1,Winter,0.880555556,9,20,0.348122605,0.75862069,0,0.296296296
Bregenz,Vorarlberg,Austria,City,47.510488,9.741326,400000,Euro,Roman Catholic,"Käsknöpfle, Rindsuppe, Apfelstrudel",German,Summer (Jun-Sept),Medium-high,Generally safe,"Located on Lake Constance, known for its festivals and beautiful scenery.","Bregenz is renowned for its lakeside festivals, including the famous Bregenz Festival on the lake.",20.716,51700,23,1,Autumn,0.39010989,22,7,0.507011494,0.75862069,0,0.777777778
Bregenz,Vorarlberg,Austria,City,47.510488,9.741326,400000,Euro,Roman Catholic,"Käsknöpfle, Rindsuppe, Apfelstrudel",German,Summer (Jun-Sept),Medium-high,Generally safe,"Located on Lake Constance, known for its festivals and beautiful scenery.","Bregenz is renowned for its lakeside festivals, including the famous Bregenz Festival on the lake.",20.716,51700,23,1,Spring,0.315217391,21,8,0.494789272,0.75862069,0,0.740740741
Bregenz,Vorarlberg,Austria,City,47.510488,9.741326,400000,Euro,Roman Catholic,"Käsknöpfle, Rindsuppe, Apfelstrudel",German,Summer (Jun-Sept),Medium-high,Generally safe,"Located on Lake Constance, known for its festivals and beautiful scenery.","Bregenz is renowned for its lakeside festivals, including the famous Bregenz Festival on the lake.",20.716,51700,23,1,Summer,0.4375,14,15,0.409233717,0.75862069,0,0.481481481
Bregenz,Vorarlberg,Austria,City,47.510488,9.741326,400000,Euro,Roman Catholic,"Käsknöpfle, Rindsuppe, Apfelstrudel",German,Summer (Jun-Sept),Medium-high,Generally safe,"Located on Lake Constance, known for its festivals and beautiful scenery.","Bregenz is renowned for its lakeside festivals, including the famous Bregenz Festival on the lake.",20.716,51700,23,1,Winter,0.428240741,23,6,0.519233717,0.75862069,0,0.814814815
Preikestolen,Rogaland,Norway,Cliff,59.395186,5.930833,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Famous cliff offering stunning panoramic views over a fjord.,"A famous cliff overlooking a fjord, offering stunning panoramic views.",32.09,56344,24,1,Autumn,0.125457875,28,1,0.591724138,0.793103448,0,1
Preikestolen,Rogaland,Norway,Cliff,59.395186,5.930833,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Famous cliff offering stunning panoramic views over a fjord.,"A famous cliff overlooking a fjord, offering stunning panoramic views.",32.09,56344,24,1,Spring,0.148097826,28,1,0.591724138,0.793103448,0,1
Preikestolen,Rogaland,Norway,Cliff,59.395186,5.930833,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Famous cliff offering stunning panoramic views over a fjord.,"A famous cliff overlooking a fjord, offering stunning panoramic views.",32.09,56344,24,1,Summer,0.046648551,27,2,0.579501916,0.793103448,0,0.962962963
Preikestolen,Rogaland,Norway,Cliff,59.395186,5.930833,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Summer (June-August),Medium-high,Generally safe,Famous cliff offering stunning panoramic views over a fjord.,"A famous cliff overlooking a fjord, offering stunning panoramic views.",32.09,56344,24,1,Winter,0.280092593,27,2,0.579501916,0.793103448,0,0.962962963
Tromsø,Troms,Norway,City,69.649328,18.955689,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city in Norway, known for Arctic Circle location and Northern Lights.","The northernmost city in Norway, known for its Arctic Circle location and Northern Lights.",13.4,47126,24,1,Autumn,0.125457875,28,1,0.591724138,0.793103448,0,1
Tromsø,Troms,Norway,City,69.649328,18.955689,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city in Norway, known for Arctic Circle location and Northern Lights.","The northernmost city in Norway, known for its Arctic Circle location and Northern Lights.",13.4,47126,24,1,Spring,0.148097826,28,1,0.591724138,0.793103448,0,1
Tromsø,Troms,Norway,City,69.649328,18.955689,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city in Norway, known for Arctic Circle location and Northern Lights.","The northernmost city in Norway, known for its Arctic Circle location and Northern Lights.",13.4,47126,24,1,Summer,0.046648551,27,2,0.579501916,0.793103448,0,0.962962963
Tromsø,Troms,Norway,City,69.649328,18.955689,300000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Northernmost city in Norway, known for Arctic Circle location and Northern Lights.","The northernmost city in Norway, known for its Arctic Circle location and Northern Lights.",13.4,47126,24,1,Winter,0.280092593,27,2,0.579501916,0.793103448,0,0.962962963
Aalborg,Region Nordjylland,Denmark,City,57.033361,9.920094,300000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its vibrant nightlife, music scene, and historic center.",Aalborg offers a mix of modern culture and historical architecture.,26.1,33200,24,1,Autumn,0.518772894,10,19,0.371724138,0.793103448,0,0.333333333
Aalborg,Region Nordjylland,Denmark,City,57.033361,9.920094,300000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its vibrant nightlife, music scene, and historic center.",Aalborg offers a mix of modern culture and historical architecture.,26.1,33200,24,1,Spring,0.288043478,23,6,0.530613027,0.793103448,0,0.814814815
Aalborg,Region Nordjylland,Denmark,City,57.033361,9.920094,300000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its vibrant nightlife, music scene, and historic center.",Aalborg offers a mix of modern culture and historical architecture.,26.1,33200,24,1,Summer,0.203351449,22,7,0.518390805,0.793103448,0,0.777777778
Aalborg,Region Nordjylland,Denmark,City,57.033361,9.920094,300000,Danish krone (DKK),Protestant,"Smørrebrød, Frikadeller, Æblekage",Danish,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its vibrant nightlife, music scene, and historic center.",Aalborg offers a mix of modern culture and historical architecture.,26.1,33200,24,1,Winter,0.880555556,9,20,0.359501916,0.793103448,0,0.296296296
Spa,Liège,Belgium,Town,50.451977,5.965836,300000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A spa town known for its mineral waters, thermal baths, and surrounding natural beauty.",The town of Spa gave its name to the concept of health spas and is famous for its healing waters.,34.715,28000,24,1,Autumn,0.529761905,9,20,0.359501916,0.793103448,0,0.296296296
Spa,Liège,Belgium,Town,50.451977,5.965836,300000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A spa town known for its mineral waters, thermal baths, and surrounding natural beauty.",The town of Spa gave its name to the concept of health spas and is famous for its healing waters.,34.715,28000,24,1,Spring,0.436594203,10,19,0.371724138,0.793103448,0,0.333333333
Spa,Liège,Belgium,Town,50.451977,5.965836,300000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A spa town known for its mineral waters, thermal baths, and surrounding natural beauty.",The town of Spa gave its name to the concept of health spas and is famous for its healing waters.,34.715,28000,24,1,Summer,0.38134058,17,12,0.457279693,0.793103448,0,0.592592593
Spa,Liège,Belgium,Town,50.451977,5.965836,300000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate",French,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A spa town known for its mineral waters, thermal baths, and surrounding natural beauty.",The town of Spa gave its name to the concept of health spas and is famous for its healing waters.,34.715,28000,24,1,Winter,0.846759259,10,19,0.371724138,0.793103448,0,0.333333333
Aveiro,Aveiro,Portugal,City,40.64275,-8.65109,300000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for its canals, colorful boats, and beautiful beaches.",,8.67,23454,24,1,Autumn,0.753205128,1,28,0.261724138,0.793103448,0,0
Aveiro,Aveiro,Portugal,City,40.64275,-8.65109,300000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for its canals, colorful boats, and beautiful beaches.",,8.67,23454,24,1,Spring,0.846014493,1,28,0.261724138,0.793103448,0,0
Aveiro,Aveiro,Portugal,City,40.64275,-8.65109,300000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for its canals, colorful boats, and beautiful beaches.",,8.67,23454,24,1,Summer,0.429800725,15,14,0.432835249,0.793103448,0,0.518518519
Aveiro,Aveiro,Portugal,City,40.64275,-8.65109,300000,Euro,Roman Catholic,"Seafood, Bacalhau, Pastel de nata",Portuguese,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Coastal city known for its canals, colorful boats, and beautiful beaches.",,8.67,23454,24,1,Winter,0.933796296,6,23,0.322835249,0.793103448,0,0.185185185
Niš,Southern Serbia,Serbia,City,43.322222,21.888889,300000,Serbian dinar (RSD),Serbian Orthodox,"Ćevapi, Pljeskavica, Sarma",Serbian,Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A historic city known for its Roman ruins, medieval fortress, and vibrant nightlife.",,11.3,7440,24,1,,,14,,0.420613027,0.793103448,0,0.481481481
Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,City,49.517222,5.964444,300000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A major industrial city known for its museums, parks, and shopping.","A major industrial city known for its museums, parks, and shopping.",,,24,1,Autumn,0.4496337,17,12,0.457279693,0.793103448,0,0.592592593
Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,City,49.517222,5.964444,300000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A major industrial city known for its museums, parks, and shopping.","A major industrial city known for its museums, parks, and shopping.",,,24,1,Spring,0.354166667,17,12,0.457279693,0.793103448,0,0.592592593
Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,City,49.517222,5.964444,300000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A major industrial city known for its museums, parks, and shopping.","A major industrial city known for its museums, parks, and shopping.",,,24,1,Summer,0.40307971,16,13,0.445057471,0.793103448,0,0.555555556
Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,City,49.517222,5.964444,300000,Euro (EUR),Roman Catholic,"Judd mat Gaardebounen, Knäppchen, Riesling","Luxembourgish, French, German",Spring (April-May) or Fall (Sep-Oct),Medium,Generally safe,"A major industrial city known for its museums, parks, and shopping.","A major industrial city known for its museums, parks, and shopping.",,,24,1,Winter,0.680092593,13,16,0.408390805,0.793103448,0,0.444444444
Fjällbacka,Västra Götaland County,Sweden,Town,58.026014,11.464321,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Charming coastal town with colorful houses and seafood restaurants.,"A charming coastal town known for its colorful houses, seafood restaurants, and scenic beauty.",,,25,1,Autumn,0.264194139,26,3,0.578659004,0.827586207,0,0.925925926
Fjällbacka,Västra Götaland County,Sweden,Town,58.026014,11.464321,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Charming coastal town with colorful houses and seafood restaurants.,"A charming coastal town known for its colorful houses, seafood restaurants, and scenic beauty.",,,25,1,Spring,0.222826087,26,3,0.578659004,0.827586207,0,0.925925926
Fjällbacka,Västra Götaland County,Sweden,Town,58.026014,11.464321,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Charming coastal town with colorful houses and seafood restaurants.,"A charming coastal town known for its colorful houses, seafood restaurants, and scenic beauty.",,,25,1,Summer,0.191123188,24,5,0.554214559,0.827586207,0,0.851851852
Fjällbacka,Västra Götaland County,Sweden,Town,58.026014,11.464321,200000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,Charming coastal town with colorful houses and seafood restaurants.,"A charming coastal town known for its colorful houses, seafood restaurants, and scenic beauty.",,,25,1,Winter,0.468981481,20,9,0.505325671,0.827586207,0,0.703703704
Ostend,West Flanders,Belgium,City,51.333563,2.902675,200000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A coastal city known for its beaches, seafood, and vibrant seafront promenade.","Ostend offers a combination of seaside relaxation, culture, and lively entertainment on the Belgian coast.",,,25,1,Autumn,0.529761905,9,20,0.370881226,0.827586207,0,0.296296296
Ostend,West Flanders,Belgium,City,51.333563,2.902675,200000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A coastal city known for its beaches, seafood, and vibrant seafront promenade.","Ostend offers a combination of seaside relaxation, culture, and lively entertainment on the Belgian coast.",,,25,1,Spring,0.436594203,10,19,0.383103448,0.827586207,0,0.333333333
Ostend,West Flanders,Belgium,City,51.333563,2.902675,200000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A coastal city known for its beaches, seafood, and vibrant seafront promenade.","Ostend offers a combination of seaside relaxation, culture, and lively entertainment on the Belgian coast.",,,25,1,Summer,0.38134058,17,12,0.468659004,0.827586207,0,0.592592593
Ostend,West Flanders,Belgium,City,51.333563,2.902675,200000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A coastal city known for its beaches, seafood, and vibrant seafront promenade.","Ostend offers a combination of seaside relaxation, culture, and lively entertainment on the Belgian coast.",,,25,1,Winter,0.846759259,10,19,0.383103448,0.827586207,0,0.333333333
Bad Gastein,Salzburg,Austria,Town,47.320594,13.426595,200000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A spa town known for its hot springs, skiing, and outdoor activities.","Bad Gastein is famous for its thermal baths, offering relaxation and wellness in the Alps.",,,25,1,Autumn,0.39010989,22,7,0.529770115,0.827586207,0,0.777777778
